"","none_Shapley","Lagged_Age_Shapley","Lagged_Nutrition_Shapley","Lagged_Health_Shapley","Lagged_Mobility_Shapley","Age_Shapley","Nutrition_Shapley","Health_Shapley","Lagged_Age_Value","Lagged_Nutrition_Value","Lagged_Health_Value","Lagged_Mobility_Value","Age_Value","Nutrition_Value","Health_Value"
"1",0.500002367874125,0.0161131982981484,0.0339446902100735,0.12108038769413,0.26494508017177,0.000999013559358691,0.0201450003015211,0.0360381714475415,1,1,1,1,1,1,1
"2",0.500002368833854,0.02014614353403,0.034027619345502,0.120081451535828,0.258912299376452,-0.00103066551310954,0.0207621542335924,0.0403665391166693,1,1,1,1,1,1,1
"3",0.500002367279261,0.0138365278670562,0.0348065874424019,0.118381384883177,0.261003567924764,-0.00677520071698115,0.0257925746949428,0.0462201005120911,1,1,1,1,1,1,1
"4",0.5000023668999,0.0161852914653597,0.0287639997397884,0.120983811840097,0.263306114801897,0.000428811563150278,0.0210646353743854,0.0425328778693894,1,1,1,1,1,1,1
"5",0.50000236885236,0.0202300318201357,0.0304729087003219,0.119453782509472,0.263281685979877,-0.00260478479693999,0.0209397402764104,0.0414921768380808,1,1,1,1,1,1,1
"6",0.500002368331005,0.0134551642055289,0.0316865121849638,0.117710410614169,0.266554428321996,-0.00057191032223014,0.0189427110807209,0.0454882251587925,1,1,1,1,1,1,1
"7",0.500002357877943,0.020332867225683,0.0394484694912924,0.145454053510373,-0.246304556629969,-0.0078259418500099,0.0262440957120142,0.0434710083337384,1,1,1,0,1,1,1
"8",0.500002367744127,0.0164535091431569,0.0303409646883566,0.120381603826607,0.262900107045566,-0.000394785285571325,0.0218623214005363,0.041721821501317,1,1,1,1,1,1,1
"9",0.500002367511165,0.014826905011852,0.0333834556408783,0.120061029931337,0.263245332605361,0.000708517415396404,0.0233637453154606,0.0376765564548893,1,1,1,1,1,1,1
"10",0.500002367460539,0.0219228407006148,0.0293553187678715,0.118579167668324,0.265311174739448,-0.0031477341786886,0.0207601224405184,0.0404846517921357,1,1,1,1,1,1,1
"11",0.500002369166595,0.0203996283392833,0.0297407009427103,0.119493424266555,0.262581797186306,-0.00141279335380048,0.0210454025649456,0.0414173806658763,1,1,1,1,1,1,1
"12",0.500002367433862,0.0167560173858919,0.0304564174092745,0.120488792081958,0.261601669198817,-0.000760280386528728,0.020832759871167,0.0438901666988941,1,1,1,1,1,1,1
"13",0.500002368771358,0.0160169497732348,0.0333150596660308,0.121958488810783,0.261477018794353,-0.00439173366845763,0.0256147577186341,0.0392750002188992,1,1,1,1,1,1,1
"14",0.500002368282271,0.0189048278893628,0.0354519698911006,0.118149790519223,0.261423373398711,0.000715015653350304,0.0197566368520086,0.0388639276700337,1,1,1,1,1,1,1
"15",0.500002368232959,0.0185790863553425,0.0302050634526448,0.116458601165159,0.266368572144152,-0.0020554303914076,0.0229003301504786,0.0408093186383586,1,1,1,1,1,1,1
"16",0.500002367322616,0.014818127623906,0.0337505799093883,0.11770130625749,0.262005291119918,0.00220210710340954,0.0240306595620857,0.0387574709670437,1,1,1,1,1,1,1
"17",0.500002342709573,0.0179220249932687,-0.0408626096487537,-0.139159361825212,0.262253706532748,0.00185964197598969,-0.0369329184321291,-0.0324633584057114,1,0,0,1,1,0,0
"18",0.500002369050494,0.0182816751442065,0.0290350400164045,0.117571563846277,0.261956859808801,-0.00179955632560694,0.0258480081316887,0.0423719503772074,1,1,1,1,1,1,1
"19",0.500002366646792,0.0187900728116507,0.0332762625759856,0.118858733587305,0.265435203884884,-0.00350931273857361,0.0193152133062541,0.0410993695220449,1,1,1,1,1,1,1
"20",0.500002351745464,-0.00507969140122794,-0.0334940464439078,0.116120483567307,0.285452051129492,-0.00274132095049287,-0.0256495826664362,0.0735947300523348,0,0,1,1,0,0,1
"21",0.500002367801442,0.0145181488847427,0.035619792716112,0.12110287849148,0.259352975363204,-0.00143051364249325,0.0234627201688548,0.0406395404487061,1,1,1,1,1,1,1
"22",0.500002350412157,0.0201320362033533,0.0396731044863988,-0.116075069437706,0.286731696334123,-0.00364029779633596,0.021822275006952,-0.071633415984013,1,1,0,1,1,1,0
"23",0.5000023461527,0.0250857290825782,-0.0263715436627425,0.137460369500134,0.284760319834783,0.000638001497256596,-0.0429558984785569,-0.0807352252661117,1,0,1,1,1,0,0
"24",0.500002367675219,0.0188973555292539,0.0308134066901373,0.122910429009407,0.264938039220449,-0.000785980137948172,0.0197948593858063,0.0366974320685125,1,1,1,1,1,1,1
"25",0.500002356764869,0.0244552697796649,0.026611344925249,0.124066825811121,0.289415671098533,0.00230909387220489,-0.0578321531624047,-0.10474818678916,1,1,1,1,1,0,0
"26",0.500002351205069,-0.00680255751012585,-0.0342563070572312,0.11199895866234,0.283031770987234,0.00553823098486735,-0.025939729658919,0.0746322574711746,0,0,1,1,0,0,1
"27",0.500002369582171,0.0147108524862515,0.0307211567145464,0.121372321124686,0.262393340921728,-0.00104696236464952,0.0240763472739597,0.0410384844714939,1,1,1,1,1,1,1
"28",0.500002366999704,0.0162466243013119,0.0314782577568829,0.12224164533101,0.260929877407673,-0.00362336557814325,0.0233503342348683,0.0426421692851241,1,1,1,1,1,1,1
"29",0.500002367537164,0.0160470505484925,0.032706490937342,0.117534293602214,0.264255551100327,0.00313027394275461,0.019026491822847,0.0405653902399428,1,1,1,1,1,1,1
"30",0.500002369560162,0.0172483830515596,0.0296408690028605,0.120587871590315,0.259840471466537,-0.00400766902515468,0.0250249056363235,0.0449307090550463,1,1,1,1,1,1,1
